code,name,district,region,percentage_pass,national_rank,candidates_last,number_pass_last,percentage_pass_last,national_rank_last,school_type,ownership,ward,number_enrolled,number_teaching_staff,number_non_teaching_staff_by_school,number_non_teaching_staff_by_govt,candidates,number_pass,percentage_pass_change,longitude,latitude,Location
PS1603-029,Litisha Primary School,Songea,Ruvuma,60,5288,40,32,80,896,primary,government,Litisha,398,10,,0,30,18,-20,35.3582079855,-10.6629981413,"(-10.6629981413, 35.3582079855)"
PS1603-030,Litowa Primary School,Songea,Ruvuma,28,11435,17,0,0,13768,primary,government,Maposeni,279,5,,0,25,7,28,,,
PS1603-031,Liula Primary School,Songea,Ruvuma,13.79310345,14515,65,4,6.153846154,14368,primary,government,Litisha,469,9,,0,58,8,7.639257295,,,
PS1603-032,Liweta Primary School,Songea,Ruvuma,61.11111111,5217,17,4,23.52941176,5265,primary,government,Mpandangindo,345,6,,0,18,11,37.58169935,,,
PS1603-033,Lugagara Primary School,Songea,Ruvuma,26.47058824,10313,38,5,13.15789474,10784,primary,government,Kilagano,338,8,,0,34,9,13.3126935,35.267305875,-10.5211113903,"(-10.5211113903, 35.267305875)"
PS1603-034,Luhimba Primary School,Songea,Ruvuma,34.48275862,12044,34,5,14.70588235,10605,primary,government,Mt/mbole,246,8,,0,29,10,19.77687627,,,
PS1603-035,Lundusi Primary School,Songea,Ruvuma,75,3939,33,23,69.6969697,1834,primary,government,Peramiho,408,15,,0,48,36,5.303030303,,,
PS1603-036,Lung`oo Primary School,Songea,Ruvuma,0,15626,33,1,3.03030303,15338,primary,,,,,,,25,0,-3.03030303,,,
PS1603-037,Lusonga Primary School,Songea,Ruvuma,12.96296296,14239,56,2,3.571428571,14400,primary,government,Magagura,464,8,,0,54,7,9.391534392,,,
PS1603-038,Lutukira Primary School,Songea,Ruvuma,31.81818182,10432,35,3,8.571428571,10423,primary,government,Mko/tema,359,10,,0,44,14,23.24675325,,,
PS1603-039,Madaba Primary School,Songea,Ruvuma,50,6806,96,42,43.75,3481,primary,government,Mahanje,508,15,,0,108,54,6.25,,,
PS1603-040,Magagura Primary School,Songea,Ruvuma,51.61290323,7977,59,6,10.16949153,10490,primary,government,Magagura,534,13,,0,62,32,41.4434117,,,
PS1603-041,Magima Primary School,Songea,Ruvuma,33.33333333,11186,51,13,25.49019608,7975,primary,government,Litisha,417,12,,0,57,19,7.843137255,35.3974216492,-10.6503017493,"(-10.6503017493, 35.3974216492)"
PS1603-042,Magingo Primary School,Songea,Ruvuma,66.66666667,3503,62,22,35.48387097,4552,primary,government,Mko/tema,378,11,,0,60,40,31.1827957,,,
PS1603-043,Magwamila Primary School,Songea,Ruvuma,0,15652,15,2,13.33333333,6841,primary,,,,,,,12,0,-13.33333333,,,
PS1603-044,Mahanje Primary School,Songea,Ruvuma,70,4550,34,15,44.11764706,3489,primary,government,Mahanje,354,6,,0,40,28,25.88235294,,,
PS1603-045,Makambi Primary School,Songea,Ruvuma,88.88888889,840,12,0,0,14778,primary,government,Mpitimbi,182,8,,0,9,8,88.88888889,,,
PS1603-046,Makwaya Primary School,Songea,Ruvuma,4.347826087,15530,16,0,0,14652,primary,government,Makwaya,282,5,,0,23,1,4.347826087,35.4644251767,-11.0194185085,"(-11.0194185085, 35.4644251767)"
PS1603-048,Mapinduzi Primary School,Songea,Ruvuma,74.11764706,3330,69,47,68.11594203,1173,primary,government,Peramiho,562,22,,0,85,63,6.00170503,,,
PS1603-049,Maposeni Primary School,Songea,Ruvuma,56.66666667,6095,30,8,26.66666667,7523,primary,government,Maposeni,332,8,,0,30,17,30,35.4259374562,-10.5812776032,"(-10.5812776032, 35.4259374562)"
PS1603-050,Masangu Primary School,Songea,Ruvuma,23.07692308,11606,20,4,20,9723,primary,government,Magagura,191,6,,0,26,6,3.076923077,,,
PS1603-052,Matetereka Primary School,Songea,Ruvuma,55.93220339,3792,62,7,11.29032258,11392,primary,government,Wino,463,11,,0,59,33,44.64188081,35.2744315629,-9.8336149725,"(-9.8336149725, 35.2744315629)"
PS1603-053,Matimira Primary School,Songea,Ruvuma,26.5625,11491,82,10,12.19512195,12079,primary,government,Matimira,626,13,,0,64,17,14.36737805,,,
PS1603-054,Matomondo Primary School,Songea,Ruvuma,12.12121212,14588,43,5,11.62790698,12296,primary,government,Mbinga Mhalule,298,7,,0,33,4,0.493305145,,,
PS1603-055,Maweso Primary School,Songea,Ruvuma,54.54545455,7058,36,14,38.88888889,4771,primary,government,Wino,381,6,,0,44,24,15.65656566,35.2403621112,-9.7881819621,"(-9.7881819621, 35.2403621112)"
PS1603-056,Mbangamawe Primary School,Songea,Ruvuma,91.66666667,2281,15,7,46.66666667,2937,primary,government,Gumbiro,124,6,,0,24,22,45,,,
PS1603-057,Mbilo Primary School,Songea,Ruvuma,0,15347,18,0,0,15256,primary,government,Magagura,263,5,,0,23,0,0,,,
PS1603-058,Mbingamharule Primary School,Songea,Ruvuma,27.05882353,12082,59,4,6.779661017,12988,primary,,,,,,,85,23,20.27916251,,,
PS1603-059,Mgazini Primary School,Songea,Ruvuma,88.88888889,3259,53,7,13.20754717,11016,primary,government,Kilagano,459,6,,0,54,48,75.68134172,35.3397930555,-10.4668675771,"(-10.4668675771, 35.3397930555)"
PS1603-060,Mgowa Primary School,Songea,Ruvuma,100,749,15,15,100,322,primary,government,Litisha,117,6,,0,13,13,0,,,
PS1603-061,Mhepai Primary School,Songea,Ruvuma,3.333333333,14381,49,4,8.163265306,13499,primary,government,Kilagano,367,5,,0,30,1,-4.829931973,35.3263468003,-10.4095792709,"(-10.4095792709, 35.3263468003)"
PS1603-062,Mipeta Primary School,Songea,Ruvuma,4,15445,24,5,20.83333333,10506,primary,government,Makwaya,277,5,,0,25,1,-16.83333333,,,
PS1603-064,Mkongotema Primary School,Songea,Ruvuma,49.18032787,5418,37,22,59.45945946,1667,primary,government,Mko/tema,423,11,,0,61,30,-10.27913159,,,
PS1603-065,Mkurumusi Primary School,Songea,Ruvuma,21.05263158,10044,26,20,76.92307692,863,primary,government,Mpitimbi,202,7,,0,19,4,-55.87044534,,,
PS1603-066,Mkwera Primary School,Songea,Ruvuma,61.9047619,6587,55,22,40,4127,primary,government,Mahanje,396,8,,0,42,26,21.9047619,,,
PS1603-067,Mlale Primary School,Songea,Ruvuma,58.82352941,4117,12,12,100,169,primary,government,Magagura,139,6,,0,17,10,-41.17647059,,,
PS1603-069,Morogoro Primary School,Songea,Ruvuma,48.52941176,7717,66,5,7.575757576,11761,primary,government,Litisha,445,14,,0,68,33,40.95365419,35.4202414303,-10.6270106148,"(-10.6270106148, 35.4202414303)"
PS1603-070,Mpandangindo Primary School,Songea,Ruvuma,30.6122449,11166,40,14,35,4409,primary,government,Mpandangindo,450,13,,0,49,15,-4.387755102,,,
PS1603-071,Mpangula Primary School,Songea,Ruvuma,21.875,11589,24,7,29.16666667,6999,primary,government,Litisha,296,6,,0,32,7,-7.291666667,,,
PS1603-072,Mpingi Primary School,Songea,Ruvuma,13.33333333,14381,33,5,15.15151515,13169,primary,,,,,,,30,4,-1.818181818,,,
PS1603-073,Mpitimbi Primary School,Songea,Ruvuma,27.71084337,11769,61,48,78.68852459,766,primary,government,Mpitimbi,480,17,,0,83,23,-50.97768122,,,
PS1603-074,Mshikamano Primary School,Songea,Ruvuma,100,983,20,20,100,746,primary,,,,,,,14,14,0,,,
PS1603-075,Mtyangimbole Primary School,Songea,Ruvuma,56.33802817,5549,74,14,18.91891892,7616,primary,government,Mt/mbole,541,16,,0,71,40,37.41910925,,,
PS1603-077,Muhukuru Primary School,Songea,Ruvuma,8.450704225,14736,40,1,2.5,14739,primary,government,Nakawale,383,7,,0,71,6,5.950704225,,,
PS1603-078,Nakahegwa Primary School,Songea,Ruvuma,20.37037037,14018,54,1,1.851851852,14568,primary,government,Mbinga Mhalule,424,11,,0,54,11,18.51851852,,,
PS1603-079,Nakahuga Primary School,Songea,Ruvuma,46.66666667,8866,53,1,1.886792453,14331,primary,government,Litisha,424,11,,0,45,21,44.77987421,35.3381671428,-10.5939602745,"(-10.5939602745, 35.3381671428)"
PS1603-080,Nakawale Muhukuru Primary School,Songea,Ruvuma,17.14285714,14686,41,1,2.43902439,15111,primary,,,,,,,35,6,14.70383275,,,
PS1603-081,Namakinga Primary School,Songea,Ruvuma,86.66666667,2358,20,17,85,1180,primary,government,Maposeni,182,12,,0,15,13,1.666666667,35.4410689973,-10.5948059209,"(-10.5948059209, 35.4410689973)"
PS1603-082,Namatuhi Primary School,Songea,Ruvuma,30.23255814,12861,44,11,25,7681,primary,government,Ndongosi,405,7,,0,43,13,5.23255814,35.4889640429,-10.9154845357,"(-10.9154845357, 35.4889640429)"
PS1603-083,Nambendo Primary School,Songea,Ruvuma,4,15645,26,0,0,15346,primary,government,Ndongosi,286,8,,0,25,1,4,35.7927850428,-11.2366561576,"(-11.2366561576, 35.7927850428)"
PS1603-084,Ndirima Primary School,Songea,Ruvuma,13.33333333,14293,41,6,14.63414634,9684,primary,government,Maposeni,365,8,,0,60,8,-1.300813008,,,
PS1603-085,Ndongosi Primary School,Songea,Ruvuma,27.90697674,13940,42,3,7.142857143,12606,primary,government,Ndongosi,361,5,,0,43,12,20.7641196,,,
PS1603-086,Ngadinda Primary School,Songea,Ruvuma,25.71428571,11096,74,28,37.83783784,3734,primary,government,Gumbiro,462,10,,0,70,18,-12.12355212,,,
PS1603-087,Ngahokora Primary School,Songea,Ruvuma,6,14945,55,2,3.636363636,15278,primary,government,Magagura,564,12,,0,50,3,2.363636364,,,
PS1603-088,Ngembambili Primary School,Songea,Ruvuma,42.85714286,7427,47,10,21.27659574,7286,primary,,,,,,,35,15,21.58054711,,,
PS1603-089,Njegea Primary School,Songea,Ruvuma,89.79591837,1926,59,53,89.83050847,575,primary,government,Mahanje,412,5,,0,49,44,-0.034590107,,,
PS1603-091,Parangu Primary School,Songea,Ruvuma,14.28571429,12739,48,11,22.91666667,8388,primary,government,Peramiho,316,9,,0,35,5,-8.630952381,,,
PS1603-092,Peramiho Primary School,Songea,Ruvuma,100,428,34,34,100,109,primary,government,Peramiho,500,25,,0,33,33,0,,,
PS1603-093,Putire Primary School,Songea,Ruvuma,50.72463768,7008,70,9,12.85714286,10101,primary,government,Litisha,552,7,,0,69,35,37.86749482,35.2436426722,-10.6778489207,"(-10.6778489207, 35.2436426722)"
PS1603-097,Turiani Primary School,Songea,Ruvuma,57.89473684,6265,42,12,28.57142857,5982,primary,government,Wino,353,10,,0,38,22,29.32330827,35.3520792242,-9.8306979187,"(-9.8306979187, 35.3520792242)"
PS1603-098,Uyahudini Primary School,Songea,Ruvuma,42.85714286,8264,32,3,9.375,10767,primary,government,Mpitimbi,284,7,,0,42,18,33.48214286,,,
PS1603-099,Wino Primary School,Songea,Ruvuma,76.92307692,2352,43,43,100,116,primary,government,Wino,357,10,,0,52,40,-23.07692308,35.2952978159,-9.7550441624,"(-9.7550441624, 35.2952978159)"
PS1603-100,Zomba Primary School,Songea,Ruvuma,29.72972973,11724,43,4,9.302325581,11926,primary,government,Kilagano,355,5,,0,37,11,20.42740415,35.3314319316,-10.5220560085,"(-10.5220560085, 35.3314319316)"
PS1603-101,Matama Primary School,Songea,Ruvuma,0,15479,32,0,0,15210,primary,,,,,,,18,0,0,,,
PS1604-001,Bombambili Pr. Shcool,Songea Municipal,Ruvuma,31.28834356,10400,152,52,34.21052632,4221,primary,,,,,,,163,51,-2.922182758,35.6465212136,-10.6630418076,"(-10.6630418076, 35.6465212136)"
PS1604-002,Chandalua Primary School,Songea Municipal,Ruvuma,42.30769231,10445,39,18,46.15384615,4455,primary,,,,,,,26,11,-3.846153846,,,
PS1604-003,Chemchem Primary School,Songea Municipal,Ruvuma,32.25806452,11396,37,5,13.51351351,10829,primary,,,,,,,31,10,18.744551,35.690727403,-10.6958225325,"(-10.6958225325, 35.690727403)"
PS1604-004,Huduma Primary School,Songea Municipal,Ruvuma,73.4939759,4071,97,38,39.17525773,3685,primary,government,Ruhuwiko,942,19,,0,83,61,34.31871817,,,
PS1604-005,Kiburang'oma Primary School,Songea Municipal,Ruvuma,48.18181818,6644,59,22,37.28813559,4653,primary,,,,,,,110,53,10.89368259,,,
PS1604-006,Lihwena Primary School,Songea Municipal,Ruvuma,15.15151515,14326,51,1,1.960784314,14098,primary,government,Subira,537,14,,0,66,10,13.19073084,,,
PS1604-007,Luhira Primary School,Songea Municipal,Ruvuma,25.17482517,11655,118,27,22.88135593,7258,primary,,,,,,,143,36,2.293469243,,,
PS1604-008,Luhiraseko Primary School,Songea Municipal,Ruvuma,22.07792208,12529,81,4,4.938271605,13076,primary,,,,,,,77,17,17.13965047,35.6841159368,-10.6732200652,"(-10.6732200652, 35.6841159368)"
PS1604-009,Lupapila Primary School,Songea Municipal,Ruvuma,4.545454546,14772,41,0,0,14860,primary,government,Subira,427,13,,0,44,2,4.545454546,35.5674286177,-10.7103428411,"(-10.7103428411, 35.5674286177)"
PS1604-010,Mahenge Primary School,Songea Municipal,Ruvuma,85.41666667,1740,34,21,61.76470588,1614,primary,government,Nd/litembo,409,14,,0,48,41,23.65196078,35.6718239079,-10.6683380802,"(-10.6683380802, 35.6718239079)"
PS1604-011,Mahilo Primary School,Songea Municipal,Ruvuma,50,8144,29,7,24.13793103,6177,primary,government,Matogoro,234,11,,0,24,12,25.86206897,35.7054349545,-10.7174508853,"(-10.7174508853, 35.7054349545)"
PS1604-012,Majimaji Primary School,Songea Municipal,Ruvuma,84.88372093,1243,84,57,67.85714286,927,primary,government,Mjini,686,18,,0,86,73,17.02657807,,,
PS1604-013,Mashujaa Primary School,Songea Municipal,Ruvuma,55.55555556,6335,121,44,36.36363636,4518,primary,government,Mjini,1003,23,,0,90,50,19.19191919,35.6571645152,-10.6548200496,"(-10.6548200496, 35.6571645152)"
PS1604-014,Matarawe Primary School,Songea Municipal,Ruvuma,76.66666667,2687,63,30,47.61904762,3283,primary,government,Matarawe,821,17,,0,60,46,29.04761905,,,
PS1604-015,Matogoro Primary School,Songea Municipal,Ruvuma,66.38655462,4619,63,36,57.14285714,1841,primary,government,Matogoro,840,36,,0,119,79,9.243697479,,,
PS1604-016,Mateka Primary School,Songea Municipal,Ruvuma,33.02752294,10898,112,31,27.67857143,7411,primary,government,Mateka,800,14,,0,109,36,5.348951507,35.6592090313,-10.691412653,"(-10.691412653, 35.6592090313)"
PS1604-017,Mfaranyaki Primary School,Songea Municipal,Ruvuma,79.7752809,2305,104,88,84.61538462,783,primary,government,Mjini,753,24,,0,89,71,-4.840103717,35.6486931699,-10.6765218802,"(-10.6765218802, 35.6486931699)"
PS1604-018,Misufini Primary School,Songea Municipal,Ruvuma,76.78571429,3574,60,33,55,2528,primary,government,Mfaranyaki,578,15,,0,56,43,21.78571429,35.6377852972,-10.6774815195,"(-10.6774815195, 35.6377852972)"
PS1604-019,Mletele Primary School,Songea Municipal,Ruvuma,42.1875,8649,46,11,23.91304348,7475,primary,government,Mletele,594,13,,0,64,27,18.27445652,35.7018574762,-10.6268815785,"(-10.6268815785, 35.7018574762)"
PS1604-020,Msamala Primary School,Songea Municipal,Ruvuma,49.48453608,7259,109,20,18.34862385,8864,primary,government,Msamala,738,14,,0,97,48,31.13591223,35.6423281535,-10.6492353848,"(-10.6492353848, 35.6423281535)"
PS1604-021,Mwenge-mshindo Primary School,Songea Municipal,Ruvuma,6.25,13989,43,3,6.976744186,12965,primary,,,,,,,48,3,-0.726744186,35.5997000595,-10.6375206786,"(-10.6375206786, 35.5997000595)"
PS1604-022,Ndilima-litembo Primary School,Songea Municipal,Ruvuma,16.66666667,12992,27,2,7.407407407,13418,primary,,,,,,,42,7,9.259259259,35.6564473913,-10.7476340737,"(-10.7476340737, 35.6564473913)"
PS1604-023,Ruhuwiko Primary School,Songea Municipal,Ruvuma,50.52631579,7260,93,26,27.95698925,6471,primary,government,Ruhuwiko,767,19,,0,95,48,22.56932654,35.6009057627,-10.6719537756,"(-10.6719537756, 35.6009057627)"
PS1604-024,Ruvuma Primary School,Songea Municipal,Ruvuma,34.52380952,9489,71,17,23.94366197,7663,primary,government,Ruvuma,738,16,,0,84,29,10.58014755,,,
PS1604-025,Sokoine Primary School,Songea Municipal,Ruvuma,53.53535354,5818,104,49,47.11538462,2705,primary,government,Bombambili,715,17,,0,99,53,6.41996892,35.6559535717,-10.6615885516,"(-10.6615885516, 35.6559535717)"
PS1604-026,Songea Primary School,Songea Municipal,Ruvuma,55.55555556,5659,99,31,31.31313131,4810,primary,government,Majengo,790,21,,0,81,45,24.24242424,,,
PS1604-027,Subira Primary School,Songea Municipal,Ruvuma,22.91666667,12658,43,20,46.51162791,3001,primary,government,Subira,451,15,,0,48,11,-23.59496124,35.5814610549,-10.7166963443,"(-10.7166963443, 35.5814610549)"
PS1604-028,Liwumbu Primary School,Songea Municipal,Ruvuma,50,7172,31,14,45.16129032,3962,primary,government,Mletele,407,10,,0,30,15,4.838709677,35.6957968808,-10.6012567629,"(-10.6012567629, 35.6957968808)"
PS1604-029,Makambi Primary School,Songea Municipal,Ruvuma,41.2371134,7902,95,24,25.26315789,5721,primary,government,Nd/litembo,753,17,,0,97,40,15.97395551,35.664786966,-10.6805230864,"(-10.6805230864, 35.664786966)"
PS1604-030,Mbulani Primary School,Songea Municipal,Ruvuma,47.94520548,7932,93,13,13.97849462,9337,primary,government,Ruvuma,1007,21,,0,73,35,33.96671086,35.6309295421,-10.6865022593,"(-10.6865022593, 35.6309295421)"
PS1604-031,Samora Primary School,Songea Municipal,Ruvuma,49.53271028,6939,88,27,30.68181818,6535,primary,government,Mjimwema,881,20,,0,107,53,18.8508921,,,
PS1604-032,Stvincent Primary School,Songea Municipal,Ruvuma,62.5,7238,17,15,88.23529412,1648,primary,,,,,,,16,10,-25.73529412,,,
PS1604-033,Muungano Primary School,Songea Municipal,Ruvuma,66.66666667,3435,24,4,16.66666667,12170,primary,government,Subira,250,12,,0,18,12,50,35.6059054629,-10.7417556411,"(-10.7417556411, 35.6059054629)"
PS1604-034,Luhirakati Primary School,Songea Municipal,Ruvuma,40,11310,30,10,33.33333333,4789,primary,government,M/mshindo,242,9,,0,15,6,6.666666667,,,
PS1604-036,St Joseph Primary School,Songea Municipal,Ruvuma,97.05882353,1034,33,28,84.84848485,659,primary,non-government,Tanga,354,17,1,0,34,33,12.21033868,,,
PS1604-037,Majengo Primary School,Songea Municipal,Ruvuma,68.29268293,4019,52,18,34.61538462,5046,primary,government,Majengo,497,11,,0,41,28,33.67729831,35.6434248858,-10.6799817715,"(-10.6799817715, 35.6434248858)"
PS1604-038,Mputa Primary School,Songea Municipal,Ruvuma,50.50505051,7204,95,37,38.94736842,4201,primary,government,Bombambili,991,25,,0,99,50,11.55768208,,,
PS1604-039,Chandamali Primary School,Songea Municipal,Ruvuma,58.16326531,5340,73,35,47.94520548,3085,primary,government,Bombambili,720,17,,0,98,57,10.21805983,,,
PS1604-040,Amani Primary School,Songea Municipal,Ruvuma,52.43902439,8012,94,21,22.34042553,6297,primary,,,,,,,82,43,30.09859886,35.6261606856,-10.6662672861,"(-10.6662672861, 35.6261606856)"
PS1604-041,Kawawa Primary School,Songea Municipal,Ruvuma,77.33333333,2485,62,28,45.16129032,2909,primary,government,Misufini,788,16,,0,75,58,32.17204301,,,
PS1604-042,Namanditi Primary School,Songea Municipal,Ruvuma,38.23529412,10679,31,7,22.58064516,7224,primary,government,Ruhuwiko,365,9,,0,34,13,15.65464896,,,
PS1604-043,Mjimwema Primary School,Songea Municipal,Ruvuma,68.96551724,4146,87,38,43.67816092,4158,primary,government,Mjimwema,838,16,,0,87,60,25.28735632,,,
PS1604-044,Sabasaba Primary School,Songea Municipal,Ruvuma,48.45360825,7342,72,22,30.55555556,5449,primary,government,Matarawe,810,19,,0,97,47,17.89805269,,,
PS1604-045,Ukombozi Primary School,Songea Municipal,Ruvuma,64.1025641,6075,63,15,23.80952381,6136,primary,government,Bombambili,694,16,,0,78,50,40.29304029,35.6387321061,-10.6601621269,"(-10.6601621269, 35.6387321061)"
PS1604-046,Kambarage Primary School,Songea Municipal,Ruvuma,28.26086957,10909,84,21,25,6455,primary,government,Msamala,721,17,,0,92,26,3.260869565,,,
PS1604-047,Kipela Primary School,Songea Municipal,Ruvuma,35.0877193,9750,71,10,14.08450704,10986,primary,government,Ruvuma,529,16,,0,57,20,21.00321226,,,
PS1604-048,Mloweka Primary School,Songea Municipal,Ruvuma,48.10126582,8636,61,38,62.29508197,1933,primary,government,Lizaboni,725,17,,0,79,38,-14.19381614,,,
PS1604-049,Zimanimoto Primary School,Songea Municipal,Ruvuma,77.6119403,3691,59,30,50.84745763,3195,primary,,,,,,,67,52,26.76448267,35.6380875074,-10.67756932,"(-10.67756932, 35.6380875074)"
PS1604-050,Mwembechai Primary School,Songea Municipal,Ruvuma,67.27272727,3749,67,29,43.28358209,4095,primary,,,,,,,55,37,23.98914518,,,
PS1604-051,Londoni Primary School,Songea Municipal,Ruvuma,48.38709677,7538,20,9,45,5487,primary,government,Lizaboni,379,11,,0,31,15,3.387096774,35.609780494,-10.686408691,"(-10.686408691, 35.609780494)"
PS1604-052,Misufini 'b' Primary School,Songea Municipal,Ruvuma,72.72727273,3778,59,30,50.84745763,2473,primary,,,,,,,55,40,21.8798151,,,
PS1604-053,Juhudi Pr. School,Songea Municipal,Ruvuma,29.09090909,10744,58,6,10.34482759,10241,primary,,,,,,,55,16,18.7460815,35.6300458217,-10.6867807613,"(-10.6867807613, 35.6300458217)"
PS1604-054,Kisiwani Pr. School,Songea Municipal,Ruvuma,27.90697674,11437,52,5,9.615384615,9430,primary,,,,,,,43,12,18.29159213,35.6638275804,-10.6857354279,"(-10.6857354279, 35.6638275804)"
PS1604-055,Miembeni Pr. School,Songea Municipal,Ruvuma,59.14634146,6077,133,54,40.60150376,4397,primary,,,,,,,164,97,18.5448377,35.6478274002,-10.6355459104,"(-10.6355459104, 35.6478274002)"
PS1604-056,Tembo Mashujaa Pr. School,Songea Municipal,Ruvuma,64.28571429,5298,61,30,49.18032787,2389,primary,,,,,,,84,54,15.10538642,,,
PS1604-057,Mtazama Primary School,Songea Municipal,Ruvuma,100,1397,13,4,30.76923077,6023,primary,government,Subira,148,9,,0,14,14,69.23076923,35.5613250384,-10.7590953142,"(-10.7590953142, 35.5613250384)"
PS1604-058,Unangwa Primary School,Songea Municipal,Ruvuma,50,8269,37,5,13.51351351,10051,primary,government,Seedfarm,261,11,,0,30,15,36.48648649,35.6740333221,-10.6493819636,"(-10.6493819636, 35.6740333221)"
PS1604-059,Madizini Primary School,Songea Municipal,Ruvuma,53.42465753,6042,52,32,61.53846154,1942,primary,government,Lizaboni,824,15,,0,73,39,-8.113804004,35.6187326382,-10.6756901454,"(-10.6756901454, 35.6187326382)"
PS1604-060,Legele Primary School,Songea Municipal,Ruvuma,40.74074074,8020,18,5,27.77777778,4682,primary,government,Mletele,181,9,,0,27,11,12.96296296,35.6801593273,-10.6281517915,"(-10.6281517915, 35.6801593273)"
PS1604-061,Muhumbezi Primary School,Songea Municipal,Ruvuma,27.27272727,11009,32,19,59.375,2306,primary,government,Mshangano,155,8,,0,22,6,-32.10227273,,,
PS1604-062,Mlete Primary School,Songea Municipal,Ruvuma,76.47058824,5867,19,4,21.05263158,9104,primary,government,Tanga,287,9,,0,17,13,55.41795666,35.7314855098,-10.5755256554,"(-10.5755256554, 35.7314855098)"
PS1604-063,Mitawa Primary School,Songea Municipal,Ruvuma,27.27272727,9473,16,3,18.75,5638,primary,government,Tanga,323,12,,0,22,6,8.522727273,35.6646537557,-10.585204808,"(-10.585204808, 35.6646537557)"
PS1604-064,Tanga Primary School,Songea Municipal,Ruvuma,62.5,5466,72,18,25,6690,primary,government,Tanga,604,16,,0,56,35,37.5,35.6704830278,-10.5559904622,"(-10.5559904622, 35.6704830278)"
PS1604-065,Masigila Primary School,Songea Municipal,Ruvuma,13.33333333,13857,32,0,0,12900,primary,,,,,,,45,6,13.33333333,35.6921850623,-10.551523734,"(-10.551523734, 35.6921850623)"
PS1604-066,Sanangula Primary School,Songea Municipal,Ruvuma,34.14634146,10057,40,10,25,6612,primary,government,Tanga,397,12,,0,41,14,9.146341463,35.67273741,-10.5188284992,"(-10.5188284992, 35.67273741)"
PS1604-067,Pambazuko Primary School,Songea Municipal,Ruvuma,13.55932203,13286,39,7,17.94871795,6888,primary,government,Tanga,397,11,,0,59,8,-4.389395915,35.7357671556,-10.5939551395,"(-10.5939551395, 35.7357671556)"
PS1604-068,Sinai Primary School,Songea Municipal,Ruvuma,42.85714286,8448,39,16,41.02564103,4122,primary,government,Lilambo,397,11,,0,42,18,1.831501832,,,
PS1604-069,Chabruma Primary School,Songea Municipal,Ruvuma,89.74358974,1787,48,35,72.91666667,1143,primary,government,Lilambo,199,11,,0,39,35,16.82692308,,,
PS1604-070,Lilambo Primary School,Songea Municipal,Ruvuma,39.02439024,9125,59,20,33.89830508,4242,primary,government,Lilambo,738,23,,0,82,32,5.126085159,,,
PS1604-071,Mwanamonga Primary School,Songea Municipal,Ruvuma,28.57142857,11217,50,18,36,6273,primary,,,,,,,63,18,-7.428571429,,,
PS1604-072,Likuyufusi Primary School,Songea Municipal,Ruvuma,22.22222222,12139,72,13,18.05555556,9132,primary,government,Lilambo,615,18,,0,81,18,4.166666667,,,
PS1604-073,Mang'ua Primary School,Songea Municipal,Ruvuma,40,9111,28,3,10.71428571,11558,primary,government,Lilambo,282,11,,0,25,10,29.28571429,,,
PS1604-074,De Paul,Songea Municipal,Ruvuma,98,805,,,,,primary,,,,,,,50,49,,35.6551123558,-10.6372371319,"(-10.6372371319, 35.6551123558)"
PS1605-001,Amani Primary School,Namtumbo,Ruvuma,90.24390244,2015,71,55,77.46478873,1113,primary,government,Magazini,316,8,,0,41,37,12.77911371,36.3012206825,-11.4160954327,"(-11.4160954327, 36.3012206825)"
PS1605-002,Bombambili Primary School,Namtumbo,Ruvuma,47.82608696,7663,23,5,21.73913043,7144,primary,government,Hanga,243,12,,0,23,11,26.08695652,35.7881140962,-10.4277002499,"(-10.4277002499, 35.7881140962)"
PS1605-003,Chengena Primary School,Namtumbo,Ruvuma,35.59322034,10329,85,9,10.58823529,13924,primary,government,Namanguli,717,9,,0,59,21,25.00498504,35.9488988561,-10.6083414812,"(-10.6083414812, 35.9488988561)"
PS1605-004,Hanga Ddc Primary School,Namtumbo,Ruvuma,45.58823529,8637,79,26,32.91139241,5394,primary,government,Hanga,633,16,,0,68,31,12.67684289,35.7896839404,-10.4410210618,"(-10.4410210618, 35.7896839404)"
PS1605-005,Juhudi Primary School,Namtumbo,Ruvuma,44.44444444,7786,54,18,33.33333333,4919,primary,government,Hanga,602,17,,0,63,28,11.11111111,,,
PS1605-006,Karume Primary School,Namtumbo,Ruvuma,25,13039,88,5,5.681818182,13049,primary,government,Kitanda,497,7,,0,68,17,19.31818182,,,
PS1605-007,Kawawa Primary School,Namtumbo,Ruvuma,18.75,11294,27,5,18.51851852,7707,primary,government,Ligera,307,7,,0,32,6,0.231481482,35.9898668228,-10.89954086,"(-10.89954086, 35.9898668228)"
PS1605-008,Kiburungutu Primary School,Namtumbo,Ruvuma,40,11429,35,11,31.42857143,6881,primary,government,Namtumbo,327,6,,0,20,8,8.571428571,35.8936956529,-10.3956258963,"(-10.3956258963, 35.8936956529)"
PS1605-009,Kilangalanga Primary School,Namtumbo,Ruvuma,27.27272727,12566,45,6,13.33333333,11947,primary,government,Namanguli,523,9,,0,44,12,13.93939394,35.9300538347,-10.6446414306,"(-10.6446414306, 35.9300538347)"
PS1605-010,Kilimasera Primary School,Namtumbo,Ruvuma,8.333333333,14538,18,0,0,14043,primary,government,Mchomoro,149,5,,0,36,3,8.333333333,36.3801577026,-10.7587946289,"(-10.7587946289, 36.3801577026)"
